,ranking,title,url,price
28,29,[피죤]섬유유연제 3100ml x3개+2300mlx2개+피죤300mlx3개/12500원,http://item.gmarket.co.kr/Item?goodscode=959734579&ver=638084404575174275,"17,500원"
29,30,[미래생활]순수PURE천연펄프 25m 30롤 x 3팩 휴지,http://item.gmarket.co.kr/Item?goodscode=1899274105&ver=638084404575174275,"29,900원"
30,31,[한복선]한복선 버섯 뚝배기 불고기400g 6팩,http://item.gmarket.co.kr/Item?goodscode=2683137996&ver=638084404575174275,"19,900원"
31,32,[오르시떼](대전신세계)오르시떼 22FW 아동 잠옷 기획 10종 택1,http://item.gmarket.co.kr/Item?goodscode=2722236851&ver=638084404575174275,"22,410원"
32,33,[G7]G7 블랙 커피 2g 200개입+200개입 총400개입 수출용,http://item.gmarket.co.kr/Item?goodscode=2293222068&ver=638084404575174275,"26,900원"
33,34,[동원참치]동원 라이트 스탠다드 참치 150g 원터치 10개,http://item.gmarket.co.kr/Item?goodscode=1579104167&ver=638084404575174275,"22,900원"
34,35,[동원홈푸드]금천한돈 갈비 찜용 2.5kg,http://item.gmarket.co.kr/Item?goodscode=2051690601&ver=638084404575174275,"29,900원"
35,36,[광동제약]팁코 브로콜리 혼합주스 1L X3개,http://item.gmarket.co.kr/Item?goodscode=2701928491&ver=638084404575174275,"13,000원"
36,37,사누끼우동10개+가쓰오부시소스10봉+후레이크10봉 /쿠폰가 12480원,http://item.gmarket.co.kr/Item?goodscode=2405613985&ver=638084404575174275,"15,600원"
37,38,[구글플레이]기프트코드 10만원 / 구글 기프트카드,http://item.gmarket.co.kr/Item?goodscode=1655242371&ver=638084404575174275,"95,000원"
38,39,[시크릿데이](총 134매 11820원 핫딜) 베스트셀러 러브 생리대 입는오버나이트 / 복수구매 사은품 증정,http://item.gmarket.co.kr/Item?goodscode=1913600243&ver=638084404575174275,"18,900원"
39,40,[옥주부]옥주부 제주돼지 돈까스 10팩(등심8+치즈2+소스10),http://item.gmarket.co.kr/Item?goodscode=2433752199&ver=638084404575174275,"41,900원"
40,41,[펩시](20+15% 혜택가 14950원) 펩시콜라 제로 슈거라임 355ml 24캔 캔음료/탄산음료/제로콜라/음료수/펩시제로,http://item.gmarket.co.kr/Item?goodscode=2183617402&ver=638084404575174275,"23,000원"
41,42,[불스원]크리스탈코트 플러스 500ml 극세사타월포함 (유리막코팅 세차용품)  1+1행사,http://item.gmarket.co.kr/Item?goodscode=2024286638&ver=638084404575174275,"18,900원"
42,43,창비  국어교과서 작품읽기 중1~고등 수/수필/소설 낱권 선택구매,http://item.gmarket.co.kr/Item?goodscode=2729374918&ver=638084404575174275,"12,000원"
43,44,서래푸드 구운아몬드 1kg 캘리포니아,http://item.gmarket.co.kr/Item?goodscode=1999684957&ver=638084404575174275,"12,500원"
44,45,[매일유업]아몬드 브리즈 오리지널 190ML 48팩,http://item.gmarket.co.kr/Item?goodscode=2460358338&ver=638084404575174275,"30,800원"
45,46,미미스상회 카스테라 앙금인절미 (40gX40개) /4가지맛 선택/쿠폰가15540,http://item.gmarket.co.kr/Item?goodscode=2412068466&ver=638084404575174275,"22,200원"
46,47,[광동]팁코ABC혼합주스1L X6개,http://item.gmarket.co.kr/Item?goodscode=2671069185&ver=638084404575174275,"25,000원"
47,48,[우체국쇼핑]진안 매콤화끈 중독의맛 뼈없는 직화불닭발 150g 5팩,http://item.gmarket.co.kr/Item?goodscode=1663821673&ver=638084404575174275,"26,500원"
48,49,[스파클]스파클생수 500ml 100병,http://item.gmarket.co.kr/Item?goodscode=2584905546&ver=638084404575174275,"18,900원"
49,50,[Gfresh]프레시지 톡톡터지는 알탕  2인분 + 푸짐한 해물탕 2인분,http://item.gmarket.co.kr/Item?goodscode=2107978601&ver=638084404575174275,"27,900원"
50,51,[비비고]비비고 소고기미역국 500g 6봉,http://item.gmarket.co.kr/Item?goodscode=1553563568&ver=638084404575174275,"19,470원"
51,52,[매일유업]어메이징오트 바리스타 950ml 10팩,http://item.gmarket.co.kr/Item?goodscode=2368142371&ver=638084404575174275,"34,800원"
52,53,상주 곶감 선물세트 (20-24구),http://item.gmarket.co.kr/Item?goodscode=2720054891&ver=638084404575174275,"17,900원"
53,54,[크록스](신세계경기점)[크록스] 역시즌 패밀리슈즈 특가 206750-335 외 (택1),http://item.gmarket.co.kr/Item?goodscode=2718131984&ver=638084404575174275,"15,200원"
54,55,[알트베니]알트베니 홈쇼핑 인기 여성겨울의류 초특가 세일,http://item.gmarket.co.kr/Item?goodscode=1642211835&ver=638084404575174275,"11,900원"
55,56,[리챔]리챔 오리지널 200g 10캔,http://item.gmarket.co.kr/Item?goodscode=1579165613&ver=638084404575174275,"22,900원"
56,57,[하이랩]프리미엄 국산 KF94 키즈 마스크 새부리형 100매 소형 어린이 유아 아동 식약처 허가 12월 제조,http://item.gmarket.co.kr/Item?goodscode=2691619606&ver=638084404575174275,"16,900원"
57,58,[헤드앤숄더]헤드앤숄더 가려운 두피케어 샴푸 850ml 3개 +사은품,http://item.gmarket.co.kr/Item?goodscode=1896210962&ver=638084404575174275,"26,100원"
58,59,[광동]광동 비타500 칼슘 100ml 20입(선물용) 3개,http://item.gmarket.co.kr/Item?goodscode=2446520494&ver=638084404575174275,"26,000원"
59,60,[옵티멈뉴트리션]플래티넘 하이드로웨이 터보 초콜릿 단백질 프로틴 보충제 40 서빙 1.64 kg Optimum 빠른직구,http://item.gmarket.co.kr/Item?goodscode=2433793259&ver=638084404575174275,"124,400원"
60,61,[코카콜라제로]코카콜라제로 190ml 30CAN x 2박스(60캔),http://item.gmarket.co.kr/Item?goodscode=2437491269&ver=638084404575174275,"36,900원"
61,62,[코카콜라]코카콜라 190ml x 60CAN,http://item.gmarket.co.kr/Item?goodscode=1784246790&ver=638084404575174275,"36,900원"
62,63,인블룸 프리미엄 스텐 양념통 8종세트 (거치대포함),http://item.gmarket.co.kr/Item?goodscode=1779495519&ver=638084404575174275,"22,900원"
63,64,[진라면]진라면 매운맛 40봉,http://item.gmarket.co.kr/Item?goodscode=2429049781&ver=638084404575174275,"26,500원"
64,65,(쿠폰가:37520원) 임실농협 진주닮은쌀 20kg 22년산 상등급 햅쌀 (당일도정),http://item.gmarket.co.kr/Item?goodscode=1665528643&ver=638084404575174275,"46,900원"
65,66,[드시모네]키즈 스텝1 블루베리 3박스 + 본품 1박스 증정 + 듀얼스틱 1박스 증정,http://item.gmarket.co.kr/Item?goodscode=2330457301&ver=638084404575174275,"234,000원"
66,67,벌거벗은 한국사 인물편+사건편 전2권,http://item.gmarket.co.kr/Item?goodscode=2730399338&ver=638084404575174275,"37,600원"
67,68,참존 더블 오일 인 세럼 30ml 5개 /2중보습 달맞이꽃세럼,http://item.gmarket.co.kr/Item?goodscode=2638675281&ver=638084404575174275,"19,800원"
68,69,[지학사]지학사 독해력.문해력.어휘력 자신감 기초학력 진단평가 선택구매,http://item.gmarket.co.kr/Item?goodscode=2722490009&ver=638084404575174275,"11,000원"
69,70,데일리이츠 프리미엄 삼겹살 1kg 바베큐/수육용 / 쿠폰적용가 11920원,http://item.gmarket.co.kr/Item?goodscode=2664292431&ver=638084404575174275,"14,900원"
70,71,[순수본가]순수본가 소갈비살 200g X 4개+생와사비/ 미국 EXCEL,http://item.gmarket.co.kr/Item?goodscode=2057746755&ver=638084404575174275,"28,500원"
71,72,[구글플레이]기프트코드 5만원 / 구글 기프트카드,http://item.gmarket.co.kr/Item?goodscode=1655242060&ver=638084404575174275,"47,500원"
72,73,[하기스매직팬티]매직컴포트 팬티형 5단계 남아 40매 2팩X2세트 기저귀,http://item.gmarket.co.kr/Item?goodscode=2328621761&ver=638084404575174275,"87,400원"
73,74,[Gfresh](누리푸드)청정우 척롤 (불고기용) 250gX4팩,http://item.gmarket.co.kr/Item?goodscode=2080087079&ver=638084404575174275,"23,900원"
74,75,이맛쌀 20kg,http://item.gmarket.co.kr/Item?goodscode=2522267922&ver=638084404575174275,"44,900원"
75,76,[브라운물티슈]브라운 아기물티슈  (20%즉시할인+20%쿠폰) 네이처 마일드 70매 캡형10+10팩,http://item.gmarket.co.kr/Item?goodscode=1513383751&ver=638084404575174275,"27,400원"
76,77,[서울우유]멸균우유 1000ml x 10입 (1박스),http://item.gmarket.co.kr/Item?goodscode=1920684660&ver=638084404575174275,"22,270원"
77,78,흔한남매 과학 탐험대 시리즈(전6권),http://item.gmarket.co.kr/Item?goodscode=2722346717&ver=638084404575174275,"38,400원"
78,79,[이태리몬스터]몬스터에너지 제로슈거 355ml 24캔 x 1박스,http://item.gmarket.co.kr/Item?goodscode=2505224705&ver=638084404575174275,"37,900원"
79,80,[숨37](신세계강남점)[타임딜]시크릿 에센스 45ml 기획세트,http://item.gmarket.co.kr/Item?goodscode=2633398870&ver=638084404575174275,"38,250원"
80,81,[스팸]스팸 25%라이트 200g x9개,http://item.gmarket.co.kr/Item?goodscode=1552323183&ver=638084404575174275,"25,930원"
81,82,[일리]일리 네스프레소 호환 캡슐 100캡슐 / 5가지맛,http://item.gmarket.co.kr/Item?goodscode=2446212837&ver=638084404575174275,"53,900원"
82,83,[스팸]스팸 25%라이트 340g x9개,http://item.gmarket.co.kr/Item?goodscode=1473201843&ver=638084404575174275,"36,470원"
83,84,[오뚜기밥]오뚜기 맛있는 밥 30입(210g10 x 3개),http://item.gmarket.co.kr/Item?goodscode=2544143516&ver=638084404575174275,"30,900원"
84,85,원어민줌클래스/손짜이응선생님/팔봉이패턴회화2중국어/매주일요일/주1회수업/12주코스,http://item.gmarket.co.kr/Item?goodscode=2339233185&ver=638084404575174275,"120,000원"
85,86,[이클립스]이클립스 캔디 8개 골라담기 +2종사은품,http://item.gmarket.co.kr/Item?goodscode=1707731465&ver=638084404575174275,"14,940원"
86,87,20%+10%티메이 20컬레 남여양말세트 8820원 어린이양말 아동양말  여자 양말  기모양말 머리핀,http://item.gmarket.co.kr/Item?goodscode=2373308340&ver=638084404575174275,"9,800원"
87,88,[빕스](빕스/TGIF) 페이즈 기프트 외식 5만원권,http://item.gmarket.co.kr/Item?goodscode=2722600977&ver=638084404575174275,"45,000원"
88,89,[로스팜]로스팜 엔네이처 마일드 200gx10캔,http://item.gmarket.co.kr/Item?goodscode=2236030427&ver=638084404575174275,"20,900원"
89,90,[닥터유]에너지바 40g x 15개 2세트(총30개입),http://item.gmarket.co.kr/Item?goodscode=2158295394&ver=638084404575174275,"24,060원"
90,91,[크리넥스]크리넥스3겹 데코소프트33MX24롤X2팩,http://item.gmarket.co.kr/Item?goodscode=2095685860&ver=638084404575174275,"42,000원"
91,92,[비비고]비비고 왕교자1.05kg 3개,http://item.gmarket.co.kr/Item?goodscode=1941744416&ver=638084404575174275,"28,820원"
92,93,[마음심은]마음심은 배윤자 푸짐한 특곰탕 700g x 5팩/쿠폰가18640,http://item.gmarket.co.kr/Item?goodscode=2404322992&ver=638084404575174275,"23,000원"
93,94,큐레이터 N 의 블루무스 베스트 골라담기(4종),http://item.gmarket.co.kr/Item?goodscode=2722248890&ver=638084404575174275,"26,000원"
94,95,키친아트 스텐 깊은 이중면기 4P + 젓가락 4벌 세트 떡국 면기 탕기 그릇,http://item.gmarket.co.kr/Item?goodscode=2136983717&ver=638084404575174275,"15,500원"
95,96,[제주삼다수](쿠폰가22120)제주삼다수 그린 2L 24병 /생수전문배송,http://item.gmarket.co.kr/Item?goodscode=2316892877&ver=638084404575174275,"23,990원"
96,97,[드시모네]키즈 스텝1 딸기향 3박스 + 본품 1박스 증정 + 듀얼스틱 1박스 증정,http://item.gmarket.co.kr/Item?goodscode=2172927917&ver=638084404575174275,"234,000원"
97,98,[광동]팁코 브로콜리 혼합주스 1L X6개,http://item.gmarket.co.kr/Item?goodscode=2701938774&ver=638084404575174275,"25,000원"
98,99,밥맛좋은 경기미 10kg+10kg 특등급/2022년 햅쌀,http://item.gmarket.co.kr/Item?goodscode=2249842803&ver=638084404575174275,"57,500원"
99,100,[잘풀리는집]순수 프리미엄 30M 30롤 2팩,http://item.gmarket.co.kr/Item?goodscode=1899276489&ver=638084404575174275,"33,900원"
100,101,(20%+15%쿠폰+양말) 아동부츠 키즈 유아 아동 어그 부츠 아동운동화 털신 털신발,http://item.gmarket.co.kr/Item?goodscode=1945819604&ver=638084404575174275,"12,900원"
101,102,참존 오일 인 세럼 핑크 장미세럼 30ml 5개 안티링클 2중기능성,http://item.gmarket.co.kr/Item?goodscode=2677234532&ver=638084404575174275,"19,800원"
102,103,[세타필]NEW 대용량 로션 473ml 3개 (22년 신제품) +사은품,http://item.gmarket.co.kr/Item?goodscode=1943017968&ver=638084404575174275,"39,900원"
103,104,[동원참치]고추참치 100g 15캔,http://item.gmarket.co.kr/Item?goodscode=1619233816&ver=638084404575174275,"26,900원"
104,105,[깨끗한나라]깨끗한나라 소프티 팝업 미용티슈 200매 10입 (1월 6일 이후 출고)+비타오백 기프티콘+상품평이벤트,http://item.gmarket.co.kr/Item?goodscode=2698246977&ver=638084404575174275,"18,100원"
105,106,[요즘에](무료반품)요즘에/신년세일/20%+10%추가/기모팬츠/기모청바지/기모슬랙스/골덴/빅사이즈,http://item.gmarket.co.kr/Item?goodscode=189842449&ver=638084404575174275,"14,900원"
106,107,[신라면]신라면 큰사발 한박스 (16개입),http://item.gmarket.co.kr/Item?goodscode=1619966178&ver=638084404575174275,"17,900원"
107,108,[비비고]비비고 왕교자 1.4KG x2,http://item.gmarket.co.kr/Item?goodscode=2724096527&ver=638084404575174275,"24,570원"
108,109,[리큐]리큐 세탁세제 진한겔 꿉꿉한냄새싹 2.1L6개 (공용),http://item.gmarket.co.kr/Item?goodscode=1984042850&ver=638084404575174275,"28,900원"
109,110,슈퍼대디 (최종 22960원) 시그니처77 캡형 70매 20팩(77g),http://item.gmarket.co.kr/Item?goodscode=1774092508&ver=638084404575174275,"28,700원"
110,111,동아사이언스 정기구독 특별전 (도치맘 전용),http://item.gmarket.co.kr/Item?goodscode=2716680424&ver=638084404575174275,"198,000원"
111,112,[꿀이구마]호박 찹쌀 약과 40개 /쿠폰가 10320원,http://item.gmarket.co.kr/Item?goodscode=2405499773&ver=638084404575174275,"12,900원"
112,113,[팸퍼스]팸퍼스 베이비드라이 5단계 팬티형기저귀36p 4팩,http://item.gmarket.co.kr/Item?goodscode=1834224973&ver=638084404575174275,"59,900원"
113,114,[스팸]스팸 클래식 200g x9개,http://item.gmarket.co.kr/Item?goodscode=1552234801&ver=638084404575174275,"25,930원"
114,115,[구글플레이]기프트코드 20만원 / 구글 기프트카드,http://item.gmarket.co.kr/Item?goodscode=1655243018&ver=638084404575174275,"190,000원"
115,116,[코카콜라]몬스터 에너지 그린 355ml x 24캔,http://item.gmarket.co.kr/Item?goodscode=1758054534&ver=638084404575174275,"37,900원"
116,117,[하기스매직팬티]매직컴포트 팬티형 5단계 여아 40매 2팩X2세트 기저귀,http://item.gmarket.co.kr/Item?goodscode=2328623871&ver=638084404575174275,"87,400원"
117,118,[메가박스](메가박스)일반예매권2D-주중/주말,http://item.gmarket.co.kr/Item?goodscode=2722625130&ver=638084404575174275,"9,100원"
118,119,[슈퍼대디]아기물티슈 (최종 19920원) NEW 시그니처 미스터펭 민트 70매 20팩 (70g),http://item.gmarket.co.kr/Item?goodscode=1478154564&ver=638084404575174275,"24,900원"
119,120,[농심]신라면+안성탕면+너구리+짜파게티 20봉,http://item.gmarket.co.kr/Item?goodscode=1704538306&ver=638084404575174275,"17,900원"
120,121,[롯데칠성](20+15% 혜택가 17480원) 펩시콜라 제로 500ml x 20펫 /라임향/탄산음료/제로콜라/음료수/펩시제로,http://item.gmarket.co.kr/Item?goodscode=2042838574&ver=638084404575174275,"26,900원"
121,122,원어민줌클래스/미켈선생님/inspire Science/주1회/매주화요일/12주코스,http://item.gmarket.co.kr/Item?goodscode=2530817251&ver=638084404575174275,"120,000원"
122,123,궁채장아찌  2kg(1kg+1kg) / 국내제조,http://item.gmarket.co.kr/Item?goodscode=2623235297&ver=638084404575174275,"12,500원"
123,124,[블루레이스]20+10% 블루레이스 추가인하 겨울신상 SALE 티셔츠/블라우스/니트/원피스,http://item.gmarket.co.kr/Item?goodscode=1256823118&ver=638084404575174275,"21,900원"
124,125,[리벤스]사선컷팅 테이프크리너 리필 15입(3입x5개) 테이프클리너 돌돌이,http://item.gmarket.co.kr/Item?goodscode=2180108748&ver=638084404575174275,"12,900원"
125,126,[삼성전자]갤럭시북2 프로 NT950XEW-A51A 최종 116만 SSD 500G무상증정 인텔 12세대i5 램16G 대학생노트북,http://item.gmarket.co.kr/Item?goodscode=2385840538&ver=638084404575174275,"1,299,000원"
126,127,[애플]최종27만대 애플 에어팟 프로 2세대 AirPods Pro2 (케이스+스트랩 증정),http://item.gmarket.co.kr/Item?goodscode=2587013724&ver=638084404575174275,"340,410원"
127,128,쿠폰20%+5% 맨투맨/원피스/블라우스/스커트/바지/가디건,http://item.gmarket.co.kr/Item?goodscode=1517019865&ver=638084404575174275,"11,900원"
128,129,[고려은단]비타민C 1000 600정 X 1개 (20개월분),http://item.gmarket.co.kr/Item?goodscode=1589098023&ver=638084404575174275,"41,900원"
129,130,[가쯔]NEW 마카롱 리빙박스 72L 4개,http://item.gmarket.co.kr/Item?goodscode=2455895050&ver=638084404575174275,"25,900원"
130,131,특허받은 프레시 쥐포 (중) 36장+4장 총40장 건어물 W,http://item.gmarket.co.kr/Item?goodscode=2137556938&ver=638084404575174275,"10,000원"
131,132,[베베쥬]베베쥬 빅세일/겨울 마감/봄 신상 오픈/겨울 신상 득템 찬스/러블리 봄 신상,http://item.gmarket.co.kr/Item?goodscode=937468008&ver=638084404575174275,"13,700원"
132,133,(경기 용인) 설빅세일 특가 에버랜드 종일권(23/1/2~2/28),http://item.gmarket.co.kr/Item?goodscode=2711938558&ver=638084404575174275,"28,000원"
133,134,[동원참치]동원 라이트 스탠다드 참치 100g 15캔 원터치,http://item.gmarket.co.kr/Item?goodscode=1607527508&ver=638084404575174275,"26,900원"
134,135,몬스터 에너지 시트라 355ml x 24캔,http://item.gmarket.co.kr/Item?goodscode=1758056863&ver=638084404575174275,"37,900원"
135,136,[토담]마녀 북성로 연탄 불고기 300gx8팩,http://item.gmarket.co.kr/Item?goodscode=2537923073&ver=638084404575174275,"31,200원"
136,137,[쌤소나이트]쌤소나이트 경량 비즈니스 여행 백팩 BT6,http://item.gmarket.co.kr/Item?goodscode=2609648874&ver=638084404575174275,"46,100원"
137,138,완도맘 햇 특상품 곱창김 100매 400-450g 쿠폰가11940,http://item.gmarket.co.kr/Item?goodscode=1942966635&ver=638084404575174275,"19,900원"
138,139,(쌀가게) (신세계의정부점)[주문폭증/순차출고]  쌀가게  수향미 (특등급) 10kg,http://item.gmarket.co.kr/Item?goodscode=2451993321&ver=638084404575174275,"50,400원"
139,140,원어민줌클래스/알렉스선생님/180days 스펠링/매주목요일수업/주1회/12주코스,http://item.gmarket.co.kr/Item?goodscode=2567127575&ver=638084404575174275,"120,000원"
140,141,[해피바스]해피바스 바디워시900g 3종세트 유자/체리/자몽,http://item.gmarket.co.kr/Item?goodscode=2099999838&ver=638084404575174275,"15,540원"
141,142,[폰타나]폰타나 베이컨 머쉬룸 크림 파스타 3개 + 스파게티 1개 + 접시 1개,http://item.gmarket.co.kr/Item?goodscode=2631988481&ver=638084404575174275,"22,900원"
142,143,[하늘보리]하늘보리 친환경 무라벨 ECO 1.5L12페트,http://item.gmarket.co.kr/Item?goodscode=2444359852&ver=638084404575174275,"14,900원"
143,144,[아르떼(Arte)]최종18400원) 아르떼 KF94 새부리형 국산 마스크 대형 소형 초소형 키즈 컬러 식약처인증 개별포장,http://item.gmarket.co.kr/Item?goodscode=1769157396&ver=638084404575174275,"20,700원"
144,145,[겔업]겔업 고농축 액체세제 2.5L x 4개 세탁세제 총10000ml,http://item.gmarket.co.kr/Item?goodscode=214340838&ver=638084404575174275,"8,900원"
145,146,[착한떡]통팥오메기떡 50gx20개,http://item.gmarket.co.kr/Item?goodscode=2251403677&ver=638084404575174275,"17,900원"
146,147,[프로쉬]독일 프로쉬 식기세척기 쿠폰가28900원(1알360원) 30개입+50개입(총 80개)+클리너 본품+커팅케이스 증정,http://item.gmarket.co.kr/Item?goodscode=1824745796&ver=638084404575174275,"36,120원"
147,148,[올반키친]슈퍼크런치 치킨텐더 세트 (440gX5팩) (쿠폰가 18540원),http://item.gmarket.co.kr/Item?goodscode=2436040669&ver=638084404575174275,"30,900원"
148,149,나비골 국내산 알싸한 파김치1kg +갓김치2kg+석박지2kg,http://item.gmarket.co.kr/Item?goodscode=2012216511&ver=638084404575174275,"24,900원"
149,150,1+1 빨아쓰는 플라워 규조토 발매트 북유럽 욕실 주방 매트,http://item.gmarket.co.kr/Item?goodscode=2648207291&ver=638084404575174275,"10,500원"
150,151,[에버콜라겐]에버콜라겐 인앤업 비오틴 업 30주 + 본품 추가 증정,http://item.gmarket.co.kr/Item?goodscode=2165834964&ver=638084404575174275,"291,300원"
151,152,[불스원]불스원샷 플래티넘 500ML 휘발유용 1+1 행사 (듀얼부스터+수분제거+산화방지),http://item.gmarket.co.kr/Item?goodscode=2217962223&ver=638084404575174275,"31,900원"
152,153,[모던하우스]스텐304 냉장고물병2P 외 주방BEST/신상,http://item.gmarket.co.kr/Item?goodscode=2247551021&ver=638084404575174275,"19,900원"
153,154,혼합잡곡 22곡 10kg(5kg+5kg)  2022산 건강혼합 쿠폰가15920원,http://item.gmarket.co.kr/Item?goodscode=2210541479&ver=638084404575174275,"19,900원"
154,155,덴프스 덴마크 유산균 이야기 170g x 60캡슐 JJ몰,http://item.gmarket.co.kr/Item?goodscode=1822799212&ver=638084404575174275,"28,690원"
155,156,단품구매불가 아크그래픽탑재모델변경_그라파이트 색상_V-G51AG,http://item.gmarket.co.kr/Item?goodscode=2446592044&ver=638084404575174275,"99,000원"
156,157,고영숙의 궁중 특 갈비탕 10팩(총 7kg),http://item.gmarket.co.kr/Item?goodscode=2328222810&ver=638084404575174275,"49,900원"
157,158,[헤드앤숄더]헤드앤숄더 가려운두피 샴푸 850ml 3개 + 미니샴푸 3개 s,http://item.gmarket.co.kr/Item?goodscode=2107793321&ver=638084404575174275,"36,500원"
158,159,[연세두유]고소한 연세두유 48팩,http://item.gmarket.co.kr/Item?goodscode=1674529370&ver=638084404575174275,"17,900원"
159,160,[설화수](설날 선물포장+상품권)설화수 선물세트 자음 탄력+증정,http://item.gmarket.co.kr/Item?goodscode=1545205660&ver=638084404575174275,"124,600원"
160,161,[아이러브베베]최종가)15080원 아기물티슈 엠보 아이보리 캡형X20팩 72매,http://item.gmarket.co.kr/Item?goodscode=2006973581&ver=638084404575174275,"20,100원"
161,162,[베베앙(물티슈)]베베앙 아기물티슈  시그니처 대용량 100매 캡형 10팩,http://item.gmarket.co.kr/Item?goodscode=1604479096&ver=638084404575174275,"12,900원"
162,163,[산과들에]다크초콜릿아몬드20낱봉 +10봉더,http://item.gmarket.co.kr/Item?goodscode=1726705285&ver=638084404575174275,"12,900원"
